Cz_delta_power,Cz_theta_power,Cz_alpha_power,Cz_beta_power,Cz_gamma_power,FCz_delta_power,FCz_theta_power,FCz_alpha_power,FCz_beta_power,FCz_gamma_power,C3_delta_power,C3_theta_power,C3_alpha_power,C3_beta_power,C3_gamma_power,C4_delta_power,C4_theta_power,C4_alpha_power,C4_beta_power,C4_gamma_power,Fz_delta_power,Fz_theta_power,Fz_alpha_power,Fz_beta_power,Fz_gamma_power,Pz_delta_power,Pz_theta_power,Pz_alpha_power,Pz_beta_power,Pz_gamma_power,Cz_delta_alpha_ratio,Cz_gamma_beta_ratio,Cz_low_high_ratio,FCz_delta_alpha_ratio,FCz_gamma_beta_ratio,FCz_low_high_ratio,C3_delta_alpha_ratio,C3_gamma_beta_ratio,C3_low_high_ratio,C4_delta_alpha_ratio,C4_gamma_beta_ratio,C4_low_high_ratio,Fz_delta_alpha_ratio,Fz_gamma_beta_ratio,Fz_low_high_ratio,Pz_delta_alpha_ratio,Pz_gamma_beta_ratio,Pz_low_high_ratio,C4_C3_delta_asymmetry,C4_C3_theta_asymmetry,C4_C3_alpha_asymmetry,C4_C3_beta_asymmetry,C4_C3_gamma_asymmetry,Cz_N2_amp,FCz_N2_amp,Cz_P2_amp,FCz_P2_amp,temporal_feature_1,temporal_feature_2,temporal_feature_3,temporal_feature_4,temporal_feature_5,temporal_feature_6,temporal_feature_7,temporal_feature_8,temporal_feature_9,temporal_feature_10,temporal_feature_11,temporal_feature_12,temporal_feature_13,temporal_feature_14,temporal_feature_15,temporal_feature_16,temporal_feature_17,temporal_feature_18,temporal_feature_19,temporal_feature_20,temporal_feature_21,label,participant
-9.971662642194003,-9.98588304832511,-9.99211780745463,-9.968736108669098,-9.997294497747228,-9.98173843351676,-9.990153082613876,-9.994652485457742,-9.974230247284932,-9.99774435166319,-9.992403447266872,-9.993941587589308,-9.995757694963626,-9.981891327366895,-9.99806377138447,-9.989422310235444,-9.995360422254166,-9.995993799659368,-9.97845094880974,-9.997621942084184,-9.981940542361446,-9.99063883115844,-9.992740534076995,-9.984930828150985,-9.996607290162492,-9.98531165451331,-9.991935909823306,-9.99605449307218,-9.98643399606336,-9.998334083275516,0.0204551652606248,-0.0285583890781282,0.0010528393405806,0.0129140519409816,-0.0235141043782576,-0.0010815016891854,0.0033542476967536,-0.0161724440175738,-0.0029553787259555,0.0065714894239246,-0.0191709932744448,-0.0035256667465226,0.010799991715551,-0.0116764620115095,0.0017163206529726,0.010742838558869,-0.0119000872121546,0.0017510339785804,-1.5387331301284529e-06,5.77847197750866e-06,-2.768985020984007e-06,5.129911613129822e-06,-1.8466287198184732e-06,4.75826537877598e-06,2.1193898749386397e-07,4.566004615163395e-07,-6.132071319251006e-08,-1.4425044914975098e-07,3.22224635763489e-08,1.5300514320453196e-07,6.4646373396124285e-06,4.1783605647739776e-11,0.043,5.0553564915848734e-06,2.552465741913836e-11,0.055,3.8922212850015295e-06,1.5143201697745505e-11,0.0585,4.1041602724953935e-06,1.6783006072682305e-11,0.052,5.710723079812067e-06,3.1737897601800623e-11,0.049,4.804251905133228e-06,2.295288203519649e-11,0.0495,0,vp03
-9.96579741335051,-9.98931313642641,-9.995982695758244,-9.975389990603205,-9.996844999020416,-9.974960823634284,-9.993581469080503,-9.996263170272876,-9.975906655246083,-9.996860008839414,-9.987493453114134,-9.99718229090904,-9.997642035840231,-9.985498692153676,-9.998279828007083,-9.99017904190322,-9.994352138248775,-9.99719694767573,-9.983346340252451,-9.99703849593724,-9.967473956313432,-9.987781297636412,-9.995478359423958,-9.980908332892785,-9.99672576983984,-9.982182003153444,-9.995958910793489,-9.995997682544417,-9.98461293309538,-9.997999094226778,0.0301852824077339,-0.0214550084172131,0.00552228314322,0.0213023466385902,-0.020953353593331,0.0012098264763107,0.0101485827260976,-0.0127811358534088,-0.0005251809901132,0.0070179057725106,-0.0136921556847884,-0.0013718978352557,0.0280044031105255,-0.0158174369470582,0.0071749432207042,0.0138156793909729,-0.0133861611313967,0.0008413925959303,3.116062139249904e-06,1.434849857366076e-05,-4.085026435163069e-07,1.120561391595769e-05,-2.11159893747437e-06,7.0619035768625366e-06,3.7774662129262683e-07,-4.232337466620446e-07,6.129881671932498e-07,1.2493097883309205e-07,2.051986094222708e-07,1.9916156581795926e-07,6.068313043414846e-06,3.6764530886651004e-11,0.0425,5.300134332208012e-06,2.7997533811981157e-11,0.051,3.676193856010917e-06,1.3503672477731127e-11,0.057,4.053940477303544e-06,1.643277773874417e-11,0.061,6.5950988780123245e-06,4.282917795298703e-11,0.0365,4.827668974559724e-06,2.318557066744969e-11,0.046,1,vp03
-9.967939040953269,-9.982887946136469,-9.993599503837178,-9.974927361588373,-9.996863632438329,-9.981727795376091,-9.989007942325156,-9.995331841364914,-9.978169418076511,-9.997214515558309,-9.992605967292176,-9.993799254559343,-9.996212496838142,-9.984560133465356,-9.997827285164936,-9.990481532130651,-9.994216723142348,-9.995496970641977,-9.982300545326726,-9.997348197379932,-9.964872797235184,-9.9817989119727,-9.995295787329214,-9.98215548924844,-9.997119139317718,-9.989409171540151,-9.993680321352375,-9.99643019567559,-9.986511492075367,-9.998071401935274,0.0256604628839109,-0.0219362708499559,0.0059665099259138,0.0136040459888207,-0.0190450974817952,0.0008848456470378,0.0036065295459675,-0.0132671516995799,-0.0019152870921299,0.0050154385113216,-0.015047652053207,-0.0023477447532034,0.0304229900940296,-0.0149636500692782,0.0104307362337774,0.0070210241354384,-0.0115599098599066,-6.506582571930153e-05,-9.62550268237405e-06,8.342724149102852e-06,-9.306900174363164e-06,3.239575402839223e-06,-1.0638426735294118e-05,-3.931648990006881e-06,-1.5797282580742742e-08,1.4493670651054706e-07,-2.2019202627329826e-07,2.72057461415626e-07,1.424065607364174e-07,9.436580485019328e-08,6.4427563685968496e-06,4.1442626500131194e-11,0.051,5.200701513688869e-06,2.7035439070385107e-11,0.0455,4.057606738731169e-06,1.6422661495254528e-11,0.0595,4.041809456150426e-06,1.6199724462552198e-11,0.056,7.798237634110634e-06,6.047578842747676e-11,0.0375,4.536668616670557e-06,2.0498105218200512e-11,0.0485,0,vp03
-9.978194031376749,-9.98824795648318,-9.993755574366642,-9.97621170044665,-9.997269543267564,-9.989839580637211,-9.992914846272583,-9.996319312328945,-9.977909182633969,-9.997535453238369,-9.994324422659083,-9.9952110662628,-9.99716159881518,-9.984888839945386,-9.997946035601824,-9.989433915247297,-9.993148899241584,-9.99667532751701,-9.988904913102594,-9.997934167280665,-9.97649929355388,-9.989320934545296,-9.993918095355994,-9.985402572757671,-9.998011900871893,-9.992347663210351,-9.994574444011509,-9.995712262520916,-9.987453874773331,-9.998649439933889,0.0155615429898947,-0.0210578428209142,0.0011492555505263,0.0064797316917299,-0.0196262706043981,-0.0029291826732862,0.0028371761560936,-0.0130571956564367,-0.0025375296248046,0.0072414122697157,-0.0090292541780705,0.0009962431813992,0.0174188018021137,-0.0126093281142196,0.0045651910219763,0.003364599310565,-0.0111955651605573,-0.0012713694518495,3.0266114122474783e-06,1.2252168373518052e-05,4.897717281628642e-06,1.1006975653526271e-05,4.28411683791176e-06,8.540476195797232e-06,1.5362417440875726e-07,5.526108923483479e-07,3.150615270913816e-07,8.581906999368306e-08,-3.33345792459902e-07,5.0325113888873745e-09,6.018509525146789e-06,3.610183984933865e-11,0.052,5.057580038969471e-06,2.541571798296536e-11,0.056,3.882417892309513e-06,1.5012144035031682e-11,0.057,4.03604206671827e-06,1.6152535112069528e-11,0.0445,7.640149558901179e-06,5.650896044684025e-11,0.032,4.771846568491126e-06,2.225794434925209e-11,0.0455,1,vp03
-9.975028147152342,-9.984789437668072,-9.99370946213818,-9.97453218070496,-9.997673749857382,-9.981492997597943,-9.990171547102069,-9.99526577642366,-9.976828030894575,-9.998040771016958,-9.991267750813927,-9.991805934174572,-9.997276058148012,-9.985910512144672,-9.99868341644716,-9.992561333384058,-9.995595568303974,-9.99501551961131,-9.985535641058584,-9.997057866391222,-9.971287181011334,-9.983772602127344,-9.993829992959675,-9.981027788070165,-9.997716522290473,-9.986051463620488,-9.992694981544078,-9.99567126041454,-9.986030445612483,-9.998503475682728,0.0186813149858391,-0.0231415691524237,0.0027936518914231,0.0137727788257162,-0.0212127401223813,9.33088016754624e-05,0.0060083073340848,-0.0127729043024871,1.2981642857567977e-05,0.0024541862272524,-0.011522225332639,-0.0025660201972055,0.0225428119483428,-0.0166887342203079,0.0066861288158506,0.0096197967940518,-0.0124730300702449,0.000983113001796,-2.1725781817690506e-06,4.861515949032131e-06,-2.748509560887093e-06,2.9106123313841986e-06,-2.911337464861795e-06,1.0307099591219212e-06,3.7586028440558775e-08,-1.857395406697681e-07,-3.9306835632620073e-07,2.8756147595466724e-07,9.942866614105013e-08,2.2296172845228979e-07,6.105024449998307e-06,3.7225524577028236e-11,0.044,5.234482439798882e-06,2.7223798265126007e-11,0.039,3.937133798073965e-06,1.548508424066656e-11,0.05,3.974719826514524e-06,1.5594718209644213e-11,0.0505,8.755449278926623e-06,7.32930434005776e-11,0.0255,5.039305074283091e-06,2.4707881254823724e-11,0.038,0,vp03
-9.966323154730752,-9.98617638126601,-9.992879461378006,-9.967871459654695,-9.996572388776796,-9.968887319041468,-9.98743129206748,-9.993806655536128,-9.971625595320264,-9.997135248117344,-9.985204083256516,-9.993784047285716,-9.996279416805027,-9.97922262973912,-9.99810701796896,-9.98726213224231,-9.993313328438855,-9.995270830362136,-9.984844226893836,-9.997365927727898,-9.924943694565949,-9.989173519469746,-9.994384255430964,-9.979841187862426,-9.997606520076587,-9.972179966982663,-9.992748653584613,-9.996055431560398,-9.986264854304698,-9.99803040389768,0.0265563066472545,-0.0287009291220989,0.0027510612333419,0.0249193364946602,-0.0255096527970799,0.0030545771695216,0.0110753335485132,-0.018884388229841,-0.0012142373038717,0.0080086981198252,-0.0125217008340623,-0.0001685612930391,0.0694405608650168,-0.0177653322141608,0.0212360573364183,0.0238754645777348,-0.0117655495929813,0.0059193339967293,-1.4171426909450654e-06,7.586763932449091e-06,-5.395999958316118e-06,3.167381296475956e-06,-9.156503398705504e-06,-2.515653281223858e-06,6.335044551407427e-08,-3.751056403089321e-07,4.338188648258178e-07,1.7399232351298154e-07,-1.684572195672839e-07,1.0779099649737935e-07,6.774370491338655e-06,4.560439598463018e-11,0.049,6.681784942766908e-06,4.4278868330652306e-11,0.0355,4.443375480287392e-06,1.9687925802852707e-11,0.0455,4.506725925801466e-06,2.0141097509303812e-11,0.0475,1.1220734904888856e-05,1.2489321242087755e-10,0.0155,6.624182407689934e-06,4.299442912506263e-11,0.0255,1,vp03
-9.971594237187846,-9.984283523820526,-9.992343494001709,-9.973373426619371,-9.997672709266654,-9.96842219757436,-9.9901021072397,-9.995919331954203,-9.976771620745634,-9.997956540575847,-9.98628633236748,-9.992592894773347,-9.996310012651564,-9.985720785980702,-9.998122619710772,-9.988477068824334,-9.99297895620172,-9.996784797759442,-9.978649703999732,-9.997816665073302,-9.974710243940612,-9.987952374983378,-9.99231209371172,-9.98210376594662,-9.997219327096431,-9.97406133876351,-9.993720169359367,-9.997329993488366,-9.985977264140653,-9.9980746058554,0.0207492568138629,-0.0242992826472825,0.0032901468079575,0.0274971343798426,-0.0211849198302136,0.0048046457518502,0.0100236802840818,-0.0124018337300704,0.001044403212246,0.0083077289351081,-0.0191669610735694,-0.002083487744759,0.0176018497711059,-0.0151155611498143,0.0039786896021691,0.0232686547248555,-0.0120973417147478,0.0052737589318212,-2.166949937605081e-06,1.1599218926743464e-05,-2.7130046412140456e-06,1.2499985139604158e-05,-2.772736603093353e-06,9.306076760378671e-06,-1.1345416310057217e-07,-2.718292249469179e-07,-8.175645261850644e-08,-8.148932889045378e-08,3.609205821340046e-07,6.757983607487e-08,5.957019270006212e-06,3.5306947140514205e-11,0.051,5.771029783842185e-06,3.319050883083986e-11,0.0505,4.394621046371709e-06,1.9185587476294076e-11,0.0475,4.281166883271137e-06,1.8318005872479688e-11,0.0565,7.036282561176399e-06,4.850872288226452e-11,0.0405,5.438496312484558e-06,2.9426479488831836e-11,0.0405,1,vp03
-9.975684517447933,-9.988959806476258,-9.99489807898758,-9.980589916939008,-9.997643848983609,-9.985532006707617,-9.99063394056625,-9.994321281105412,-9.98241095493974,-9.997758839813493,-9.992061520191967,-9.995343002268276,-9.996980147831742,-9.983599765619871,-9.99787429137667,-9.990792030392964,-9.992403676567816,-9.995103451472456,-9.987123457087824,-9.996829524742864,-9.977803774172433,-9.989380989800548,-9.996107099720614,-9.98628412762218,-9.99774494691463,-9.99182507849167,-9.990540433342607,-9.993847522086831,-9.98641133086699,-9.99818324850702,0.0192135615396491,-0.0170539320446021,0.0036504571661168,0.008789274397797,-0.0153478848737513,0.0001680401596981,0.0049186276397747,-0.0142745257567966,-0.0023213325699771,0.0043114210794925,-0.0097060676550402,-0.0003368687132017,0.0183033255481817,-0.0114608192924503,0.0051250178013191,0.0020224435951607,-0.0117719176400292,-0.0007176092418852,2.001699428196048e-06,1.1546382733935938e-05,1.6358694652443345e-07,8.030403289418754e-06,-2.8164967207144698e-06,3.0971757352388022e-06,1.562081704348973e-07,6.904618247478009e-08,3.71900323491377e-07,2.679361190268548e-07,-2.011308426338616e-07,1.603180162164597e-07,5.395686603045138e-06,2.9080664761138803e-11,0.053,4.587785015009936e-06,2.1004006407494917e-11,0.058,3.7870315219298175e-06,1.4313260346530559e-11,0.055,3.943239692364715e-06,1.5539181480608623e-11,0.059,6.937526131782758e-06,4.6718590651150777e-11,0.0305,4.255450919372e-06,1.7902076015825675e-11,0.049,0,vp03
-9.970155925928594,-9.987570231487108,-9.991739699487468,-9.978837672282872,-9.99660183660732,-9.97978938860602,-9.989122676057208,-9.993907196419505,-9.98274098465336,-9.996979381042085,-9.991570209277835,-9.994701592088088,-9.996501183806062,-9.98522118163421,-9.99806858499369,-9.98831340625375,-9.995218207491115,-9.995108250252803,-9.984413920028992,-9.997380875077411,-9.960054233953326,-9.989507052740883,-9.990879833410435,-9.98488891893254,-9.997753774571445,-9.982666462007163,-9.992502091620176,-9.993672090510811,-9.987494495347375,-9.99794396055288,0.0215837735588735,-0.017764164324447,0.0043690801433893,0.0141178078134824,-0.0142383963887215,0.0025982747101824,0.0049309745282268,-0.0128474033594816,-0.0015484565758949,0.006794843999053,-0.0129669550484212,-0.0013588329289699,0.0308255994571098,-0.0128648556389023,0.0090227140042689,0.0110056285036463,-0.0104494652055038,0.0020273873782628,9.16950710882394e-07,1.281506228275322e-05,-3.317784832299665e-06,4.453943151203226e-06,-6.270944316012083e-06,-2.1016879069471617e-06,4.5909335582792877e-07,4.839045612189494e-07,-1.4185239790795778e-07,3.5087533038625505e-07,1.4549655922403053e-08,5.18547029539989e-08,6.6952462565266274e-06,4.466461993585772e-11,0.047,5.604937342668951e-06,3.1407088349394387e-11,0.052,3.784948030504016e-06,1.4324475501502649e-11,0.066,4.244041386331944e-06,1.7942143061212623e-11,0.056,8.929743153885146e-06,7.97149926811049e-11,0.038,5.479829689759965e-06,3.002121405509464e-11,0.041,1,vp03
-9.982979227431676,-9.987609888907446,-9.995322540879412,-9.974593270361169,-9.997526034207016,-9.988240606799367,-9.991762289946925,-9.996502907291667,-9.97642235638861,-9.99734441522665,-9.994996084257991,-9.995921019889868,-9.99759677576902,-9.981747900725644,-9.99809732029811,-9.98543148208183,-9.994314087470586,-9.995916224806956,-9.97967096787908,-9.997478098694332,-9.962372100367794,-9.98718384246025,-9.992906735593056,-9.979934141850828,-9.997078913151633,-9.98734614231223,-9.993473568141775,-9.996227199729644,-9.985727241095054,-9.99800739260376,0.0123433134477366,-0.022932763845846,-0.0003062162723459,0.0082623004923014,-0.0209220588380389,-0.0024561926752646,0.0026006915110272,-0.0163494195724656,-0.0039278338446635,0.0104847427251257,-0.0178071308152532,-0.0014338076395361,0.0305346352252602,-0.0171447713008046,0.0079640778819154,0.0088810574174154,-0.0122801515087065,0.0003668920380324,3.8001801640370735e-06,1.1889340165115105e-05,2.947534648431883e-06,1.0679073946214246e-05,1.6839462178230644e-06,8.368365099393743e-06,5.921212107063546e-07,8.954211832632538e-07,3.494384299837669e-07,2.900629302457812e-07,1.9677182406419986e-07,1.415070478181743e-07,5.315316745260263e-06,2.8163113360285925e-11,0.053,5.04372444836293e-06,2.5422687701990337e-11,0.0465,3.651629953905397e-06,1.3333630472272657e-11,0.0575,4.243751164611751e-06,1.7981101030507834e-11,0.055,8.776483594523545e-06,7.698713876910293e-11,0.0425,5.300202581107913e-06,2.804213880348039e-11,0.0375,1,vp03
-9.967577547134102,-9.984523193797497,-9.995811493744068,-9.981396234045135,-9.997436860365164,-9.9775928201284,-9.991163000856584,-9.997056901631607,-9.984463806345184,-9.997942106158773,-9.989174235076376,-9.993249272024777,-9.996412496618303,-9.985402692493055,-9.998245460853346,-9.98866901007235,-9.994916926334684,-9.996437030199507,-9.984924808216809,-9.99744332779475,-9.97244251845299,-9.98115273228739,-9.994738178715105,-9.982781922590538,-9.99756774086387,-9.98344930552287,-9.993122662512084,-9.996682813769526,-9.987950369789353,-9.998383377332344,0.0282339466099657,-0.0160406263200254,0.0084975846033881,0.0194640815032087,-0.0134782998135882,0.0043004703544955,0.0072382615419286,-0.0128427683602883,-0.0002243720477643,0.007768020127159,-0.0125185195779433,-0.000764409278684,0.0222956602621131,-0.0147858182733315,0.0080667754887588,0.0132335082466568,-0.010433007542991,0.0027103960733239,-5.102225712575735e-06,9.17204478357471e-06,-3.2895266708151184e-06,7.630654540049647e-06,-1.3606761493135894e-07,5.347681374153479e-06,-7.722781073003543e-08,-5.448495231739904e-08,-1.4315162439302649e-07,5.149493557340721e-09,1.1094673647523737e-07,1.3289293841669768e-07,5.902847772366942e-06,3.4731268541016324e-11,0.05,4.817953465028662e-06,2.3121975548423218e-11,0.056,3.9383579165016016e-06,1.5449949341883633e-11,0.051,3.861130105771566e-06,1.4864912356454808e-11,0.062,6.352050645482093e-06,3.956786431616856e-11,0.034,4.360498041251825e-06,1.8866013348235694e-11,0.0465,0,vp03
-9.974072436830271,-9.986190312990963,-9.9908199356006,-9.9800860655354,-9.99739910592916,-9.979857451387696,-9.992798319633536,-9.994554522975507,-9.98226780982195,-9.997652384177416,-9.991672923517015,-9.994199410801471,-9.994848949923025,-9.985838808656723,-9.998277714471651,-9.99003709097672,-9.996512079068172,-9.9936421598331,-9.982967723665867,-9.997137725414106,-9.965339555244194,-9.98816052506008,-9.992185948228745,-9.985483937085275,-9.997401828550858,-9.983007305423891,-9.99415152345988,-9.996407941082127,-9.989311879467856,-9.99854543102959,0.0167474987703286,-0.0173130403937609,0.0036005406571302,0.0146970715878129,-0.0153845743554672,0.0014054971608743,0.0031760264060078,-0.0124389058149265,-0.0017537057372969,0.0036050688563822,-0.0141700017482389,-0.0033504034557196,0.0268463929845488,-0.0119178914655808,0.0082552657856886,0.0134006356582343,-0.0092335515617349,0.0028882394613738,4.880016565554855e-06,1.1387311811470129e-05,3.386923834138734e-06,1.0272812675106517e-05,1.6935120474064131e-06,6.752047145031035e-06,5.456269652679756e-07,3.844515223372159e-07,-5.193904701029831e-07,1.798073909885837e-07,2.0142019773906524e-07,1.7806621854161947e-07,6.481544530807559e-06,4.187872944441183e-11,0.04,5.314002047441309e-06,2.805614787075327e-11,0.044,3.977486771910952e-06,1.5726271702808097e-11,0.048,4.523113737178927e-06,2.044285787878903e-11,0.0585,6.46678900796386e-06,4.128277186200994e-11,0.032,4.7437251077234895e-06,2.217677859616154e-11,0.046,1,vp03
-9.976925566432577,-9.985635721189563,-9.992140151527291,-9.97045261459251,-9.996205786906325,-9.980770758720974,-9.99008431140948,-9.99535044699422,-9.97310487317959,-9.996480542308444,-9.990114056869352,-9.993702233574345,-9.99626738385397,-9.978764460502282,-9.997995430447984,-9.984272681445324,-9.99401230902354,-9.994242900433717,-9.981702802643104,-9.997638206654685,-9.977281179267225,-9.989379393870369,-9.991301437854426,-9.98377473201738,-9.997082943474814,-9.979399978588972,-9.992442553094795,-9.99475680695611,-9.981555183448318,-9.997557449707834,0.0152145850947142,-0.0257531723138146,-6.612547564976978e-05,0.0145796882732476,-0.0233756691288533,-0.0008884406845588,0.0061533269846183,-0.0192309699457009,-0.0030080330690758,0.0099702189883927,-0.0159354040115804,-0.000798678310824,0.0140202585872017,-0.0133082114574349,0.0028538495608465,0.0153568283671372,-0.016002266259516,0.0015038132546596,1.2239933101698133e-06,5.074726299243962e-06,-2.608856806184364e-06,1.8209737956659224e-06,-6.103316304490275e-06,-2.506404923055178e-06,1.732011843955292e-07,2.0114845941196318e-07,-2.043500964561314e-07,3.6246956589961045e-07,-1.6849875354522432e-08,8.84777990928794e-08,5.775432569075874e-06,3.3229151586612934e-11,0.057,5.153460100375259e-06,2.6454059972798716e-11,0.0575,4.39849252191397e-06,1.919208684771184e-11,0.046,4.5716937063095e-06,2.0894875947636943e-11,0.051,5.26549990821437e-06,2.7490388084887024e-11,0.034,4.921792568555115e-06,2.4022789473664417e-11,0.041,1,vp03
-9.971944241009068,-9.994507160437347,-9.99502101662664,-9.98276214897526,-9.997239363587932,-9.983093183094976,-9.994872132344277,-9.996276451324771,-9.985910655552136,-9.997782939450843,-9.99156565864497,-9.99663621051146,-9.996565141260062,-9.986936627241532,-9.997322939063146,-9.987203905685464,-9.99723559565346,-9.997343002198717,-9.9834547987217,-9.997138138393302,-9.974728889322886,-9.993604066370214,-9.996979119927545,-9.980929755192124,-9.997203583647718,-9.98538415717982,-9.993717652176093,-9.995967919284825,-9.987436332319318,-9.998121330298362,0.0230767756175733,-0.0144772146126719,0.0038872990108309,0.0131832682297954,-0.0118722838987093,0.0014240704796186,0.0049994826150925,-0.0103863118216143,-0.001588128774749,0.0101390965132512,-0.0136833396716031,-0.0012398267743538,0.0222502306046568,-0.0162738284555921,0.0032440696655093,0.0105837621050017,-0.0106849979790446,0.001443804457514,6.926295869042758e-06,1.1224886250159814e-05,5.631907493693964e-06,9.058725702319405e-06,4.07547929083382e-06,5.405046182390289e-06,-1.1862507424174419e-07,5.225956995826482e-07,-2.3445521906507007e-07,-1.3592453848682788e-07,6.400659504271783e-08,-5.5268824102978785e-09,6.076581942238503e-06,3.656700466202765e-11,0.04,5.227233632830277e-06,2.7151456615889198e-11,0.038,4.028209568799724e-06,1.6151887639173178e-11,0.0535,3.90958449455798e-06,1.5271386957885532e-11,0.0565,6.236081282007713e-06,3.8160403539335e-11,0.0415,5.328275254529149e-06,2.804744236441315e-11,0.0285,0,vp03
-9.979571726086204,-9.979334006886097,-9.991437341954068,-9.978829619795045,-9.998032106273028,-9.98952774331602,-9.989925554944412,-9.994243857007309,-9.980095249334571,-9.997931652684194,-9.991733892323085,-9.992908393130076,-9.996427588319914,-9.986077469887563,-9.998518605382822,-9.992827485176615,-9.995874407967136,-9.994774087372493,-9.983471073151112,-9.997318923055166,-9.974289283160184,-9.982915140514322,-9.9933547123194,-9.985876133554545,-9.997914259988285,-9.988642913699715,-9.993767285612009,-9.99571705522817,-9.984343203657462,-9.998054800065033,0.0118656158678653,-0.0192024864779849,0.0038073519540855,0.0047161136912876,-0.0178364033496212,-0.0017585340635477,0.0046936959968313,-0.0124411354952584,-0.0007373121333298,0.0019466021958756,-0.013847849904053,-0.0035305399402165,0.019065429159216,-0.0120381264337403,0.007434809552981,0.007074141528454,-0.0137115964075711,-0.000808872859606,1.9600742571109797e-06,6.528414470919739e-06,8.641804027535824e-07,4.12927710194725e-06,-3.753898670218611e-07,1.7990839975607175e-06,2.461623025682873e-07,-8.180982076323772e-08,-5.372422401951998e-07,2.3749391564484042e-07,8.09531558652566e-08,1.6510694874032206e-07,5.657312966063358e-06,3.195667800369924e-11,0.038,4.310253873780025e-06,1.857375246688033e-11,0.052,3.739710128700552e-06,1.3976149697568786e-11,0.054,3.985872431268839e-06,1.5882237300147975e-11,0.0505,6.024741994002685e-06,3.6140974742759306e-11,0.031,4.158396361295468e-06,1.7226687678570877e-11,0.0505,0,vp03
-9.985083030217142,-9.992400405851516,-9.994298546109048,-9.970331712634584,-9.996942865073889,-9.99036880237546,-9.993958449306776,-9.994755556717914,-9.972574832651867,-9.997500171869236,-9.995165731943375,-9.996853956641717,-9.996637023005896,-9.986938462701977,-9.997424591381998,-9.98981275305929,-9.996591741370189,-9.996660116539244,-9.983458575193865,-9.996763625677549,-9.975731140416473,-9.988588859208466,-9.99521513824708,-9.983864830365016,-9.997499139191838,-9.993376140876466,-9.995742326707074,-9.994148284030157,-9.981452586264124,-9.998428253791076,0.0092155158919045,-0.0266111524393046,-0.0044330438620665,0.0043867543424536,-0.0249253392173685,-0.005811005379078,0.0014712910625185,-0.0104861286800215,-0.0028454964971356,0.0068473634799541,-0.0133050504836838,-0.0021335138389826,0.0194839978306085,-0.0136343088268233,0.0049803588173045,0.0007721431536911,-0.0169756675269514,-0.0045663967115832,-1.1946696978636562e-06,1.3862838158383405e-06,2.920786176338005e-06,3.069355398294676e-06,4.108246225691941e-06,2.599319200051885e-06,5.724023554666567e-07,6.763483752562144e-07,6.569392698703484e-08,-7.240696656622587e-08,1.4417721282775676e-07,1.202831792942385e-07,5.487669326974192e-06,2.9869159367733974e-11,0.0585,4.819181085487205e-06,2.321213907867649e-11,0.0555,3.452701022576352e-06,1.1913894235917302e-11,0.0605,4.025103378043008e-06,1.6149346387617647e-11,0.0595,7.431304001480664e-06,5.5175113494159714e-11,0.036,4.8874394094703685e-06,2.388284665018682e-11,0.044,1,vp03
-9.983904990138193,-9.989906863242489,-9.99175836534546,-9.976638915626474,-9.996982158436298,-9.978890401381776,-9.99286072044453,-9.995333710408358,-9.975544672177875,-9.99712137449743,-9.992199151487288,-9.995168453264585,-9.995821805964562,-9.981736205540336,-9.997930993514714,-9.99276053443759,-9.994786927485606,-9.992365426278631,-9.981338734826018,-9.99737919975922,-9.9653142801086,-9.990901500511734,-9.99111105370858,-9.983426387382998,-9.99775563237893,-9.974433363857896,-9.994688377514894,-9.99620616631822,-9.985522355979125,-9.99820246288481,0.0078533752072686,-0.0203432428098242,-0.0018621693037914,0.0164433090265827,-0.0215767023195532,-0.000332219075009,0.0036226544772741,-0.0161947879743795,-0.0033284904049484,-0.0003951081589566,-0.0160404649332033,-0.0046713812270713,0.025796773599982,-0.0143292449959311,0.0063040769969724,0.0217728024603225,-0.0126801069056874,0.0042992900865375,-2.3244461837293247e-06,4.170251206262644e-06,-3.3801440038814184e-06,2.6288946734040385e-06,-3.895783222029881e-06,1.1188162496138488e-06,2.8773496575762217e-07,6.867010406087567e-08,-9.204375738936237e-09,4.461587623500954e-07,3.02471919521289e-08,9.071588536480508e-08,5.338995874422588e-06,2.8393248220796958e-11,0.051,5.007652016199865e-06,2.5071996110952588e-11,0.0575,3.755271811402892e-06,1.4097557552605946e-11,0.056,4.043006777160514e-06,1.6302027291477234e-11,0.0585,8.283802945843988e-06,6.861190893354796e-11,0.0435,5.3377044924701096e-06,2.84741109018786e-11,0.043,0,vp03
